Mining_date,Job_Title,Company,location,Posting_date,Description,Sector
2023-08-29,Assistant Counsel,New York State Gaming Commission,"SCHENECTADY, NY",25 days ago,"$88,283–$111,592                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",legal-jobs
2023-08-29,Assistant Corporation Counsel,CITY OF NEW HAVEN,"NEW HAVEN, CT",5 days ago,"$106,000–$122,300                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",legal-jobs
2023-08-29,Assistant Corporation Counsel for BOE,CITY OF NEW HAVEN,"NEW HAVEN, CT",5 days ago,"$106,600–$122,350                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",legal-jobs
2023-08-29,CIVIL LITIGATION ATTORNEY (PLAINTIFF AND DEFENSE),Absloute Law Group,"Tustin, CA",1 day ago,"$9,000–$11,000                                              Per Month                                             Full-time                                             Actively Hiring",legal-jobs
2023-08-29,Legal Counsel,Detroit Wayne Mental Health Authority,"Detroit, MI",19 days ago,"$115,973–$125,000                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",legal-jobs
2023-08-29,Intellectual Property Attorney,Proxy Legal Staffing & Search Group,"Philadelphia, PA",8 days ago,Actively Hiring,legal-jobs
2023-08-29,Immigration Attorney,Proxy Legal Staffing & Search Group,"Philadelphia, PA",8 days ago,Actively Hiring,legal-jobs
2023-08-29,Associate Litigation Attorney,Proxy Legal Staffing & Search Group,"Pittsburgh, PA",8 days ago,Actively Hiring,legal-jobs
2023-08-29,Family Law Attorney,Proxy Legal Staffing & Search Group,"Greensburg, PA",8 days ago,Actively Hiring,legal-jobs
2023-08-29,Assistant Counsel,New York State Gaming Commission,"SCHENECTADY, NY",25 days ago,"$88,283–$111,592                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",legal-jobs
2023-08-29,Assistant Corporation Counsel,CITY OF NEW HAVEN,"NEW HAVEN, CT",5 days ago,"$106,000–$122,300                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",legal-jobs
2023-08-29,Assistant Corporation Counsel for BOE,CITY OF NEW HAVEN,"NEW HAVEN, CT",5 days ago,"$106,600–$122,350                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",legal-jobs
2023-08-29,CIVIL LITIGATION ATTORNEY (PLAINTIFF AND DEFENSE),Absloute Law Group,"Tustin, CA",1 day ago,"$9,000–$11,000                                              Per Month                                             Full-time                                             Actively Hiring",legal-jobs
2023-08-29,Legal Counsel,Detroit Wayne Mental Health Authority,"Detroit, MI",19 days ago,"$115,973–$125,000                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",legal-jobs
2023-08-29,Intellectual Property Attorney,Proxy Legal Staffing & Search Group,"Philadelphia, PA",8 days ago,Actively Hiring,legal-jobs
2023-08-29,Immigration Attorney,Proxy Legal Staffing & Search Group,"Philadelphia, PA",8 days ago,Actively Hiring,legal-jobs
2023-08-29,Associate Litigation Attorney,Proxy Legal Staffing & Search Group,"Pittsburgh, PA",8 days ago,Actively Hiring,legal-jobs
2023-08-29,Family Law Attorney,Proxy Legal Staffing & Search Group,"Greensburg, PA",8 days ago,Actively Hiring,legal-jobs
2023-08-29,Assistant Counsel,New York State Gaming Commission,"SCHENECTADY, NY",25 days ago,"$88,283–$111,592                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",legal-jobs
2023-08-29,Assistant Corporation Counsel,CITY OF NEW HAVEN,"NEW HAVEN, CT",5 days ago,"$106,000–$122,300                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",legal-jobs
2023-08-29,Assistant Corporation Counsel for BOE,CITY OF NEW HAVEN,"NEW HAVEN, CT",5 days ago,"$106,600–$122,350                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",legal-jobs
2023-08-29,CIVIL LITIGATION ATTORNEY (PLAINTIFF AND DEFENSE),Absloute Law Group,"Tustin, CA",1 day ago,"$9,000–$11,000                                              Per Month                                             Full-time                                             Actively Hiring",legal-jobs
2023-08-29,Legal Counsel,Detroit Wayne Mental Health Authority,"Detroit, MI",19 days ago,"$115,973–$125,000                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",legal-jobs
2023-08-29,Intellectual Property Attorney,Proxy Legal Staffing & Search Group,"Philadelphia, PA",8 days ago,Actively Hiring,legal-jobs
2023-08-29,Immigration Attorney,Proxy Legal Staffing & Search Group,"Philadelphia, PA",8 days ago,Actively Hiring,legal-jobs
2023-08-29,Associate Litigation Attorney,Proxy Legal Staffing & Search Group,"Pittsburgh, PA",8 days ago,Actively Hiring,legal-jobs
2023-08-29,Family Law Attorney,Proxy Legal Staffing & Search Group,"Greensburg, PA",8 days ago,Actively Hiring,legal-jobs
2023-08-29,Assistant Counsel,New York State Gaming Commission,"SCHENECTADY, NY",25 days ago,"$88,283–$111,592                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",legal-jobs
2023-08-29,Assistant Corporation Counsel,CITY OF NEW HAVEN,"NEW HAVEN, CT",5 days ago,"$106,000–$122,300                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",legal-jobs
2023-08-29,Assistant Corporation Counsel for BOE,CITY OF NEW HAVEN,"NEW HAVEN, CT",5 days ago,"$106,600–$122,350                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",legal-jobs
2023-08-29,CIVIL LITIGATION ATTORNEY (PLAINTIFF AND DEFENSE),Absloute Law Group,"Tustin, CA",1 day ago,"$9,000–$11,000                                              Per Month                                             Full-time                                             Actively Hiring",legal-jobs
2023-08-29,Legal Counsel,Detroit Wayne Mental Health Authority,"Detroit, MI",19 days ago,"$115,973–$125,000                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",legal-jobs
2023-08-29,Intellectual Property Attorney,Proxy Legal Staffing & Search Group,"Philadelphia, PA",8 days ago,Actively Hiring,legal-jobs
2023-08-29,Immigration Attorney,Proxy Legal Staffing & Search Group,"Philadelphia, PA",8 days ago,Actively Hiring,legal-jobs
2023-08-29,Associate Litigation Attorney,Proxy Legal Staffing & Search Group,"Pittsburgh, PA",8 days ago,Actively Hiring,legal-jobs
2023-08-29,Family Law Attorney,Proxy Legal Staffing & Search Group,"Greensburg, PA",8 days ago,Actively Hiring,legal-jobs
2023-08-29,Assistant Counsel,New York State Gaming Commission,"SCHENECTADY, NY",25 days ago,"$88,283–$111,592                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",legal-jobs
2023-08-29,Assistant Corporation Counsel,CITY OF NEW HAVEN,"NEW HAVEN, CT",5 days ago,"$106,000–$122,300                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",legal-jobs
2023-08-29,Assistant Corporation Counsel for BOE,CITY OF NEW HAVEN,"NEW HAVEN, CT",5 days ago,"$106,600–$122,350                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",legal-jobs
2023-08-29,CIVIL LITIGATION ATTORNEY (PLAINTIFF AND DEFENSE),Absloute Law Group,"Tustin, CA",1 day ago,"$9,000–$11,000                                              Per Month                                             Full-time                                             Actively Hiring",legal-jobs
2023-08-29,Legal Counsel,Detroit Wayne Mental Health Authority,"Detroit, MI",19 days ago,"$115,973–$125,000                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",legal-jobs
2023-08-29,Intellectual Property Attorney,Proxy Legal Staffing & Search Group,"Philadelphia, PA",8 days ago,Actively Hiring,legal-jobs
2023-08-29,Immigration Attorney,Proxy Legal Staffing & Search Group,"Philadelphia, PA",8 days ago,Actively Hiring,legal-jobs
2023-08-29,Associate Litigation Attorney,Proxy Legal Staffing & Search Group,"Pittsburgh, PA",8 days ago,Actively Hiring,legal-jobs
2023-08-29,Family Law Attorney,Proxy Legal Staffing & Search Group,"Greensburg, PA",8 days ago,Actively Hiring,legal-jobs
2023-08-29,Assistant Counsel,New York State Gaming Commission,"SCHENECTADY, NY",25 days ago,"$88,283–$111,592                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",legal-jobs
2023-08-29,Assistant Corporation Counsel,CITY OF NEW HAVEN,"NEW HAVEN, CT",5 days ago,"$106,000–$122,300                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",legal-jobs
2023-08-29,Assistant Corporation Counsel for BOE,CITY OF NEW HAVEN,"NEW HAVEN, CT",5 days ago,"$106,600–$122,350                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",legal-jobs
2023-08-29,CIVIL LITIGATION ATTORNEY (PLAINTIFF AND DEFENSE),Absloute Law Group,"Tustin, CA",1 day ago,"$9,000–$11,000                                              Per Month                                             Full-time                                             Actively Hiring",legal-jobs
2023-08-29,Legal Counsel,Detroit Wayne Mental Health Authority,"Detroit, MI",19 days ago,"$115,973–$125,000                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",legal-jobs
2023-08-29,Intellectual Property Attorney,Proxy Legal Staffing & Search Group,"Philadelphia, PA",8 days ago,Actively Hiring,legal-jobs
2023-08-29,Immigration Attorney,Proxy Legal Staffing & Search Group,"Philadelphia, PA",8 days ago,Actively Hiring,legal-jobs
2023-08-29,Associate Litigation Attorney,Proxy Legal Staffing & Search Group,"Pittsburgh, PA",8 days ago,Actively Hiring,legal-jobs
2023-08-29,Family Law Attorney,Proxy Legal Staffing & Search Group,"Greensburg, PA",8 days ago,Actively Hiring,legal-jobs
2023-08-29,Assistant Counsel,New York State Gaming Commission,"SCHENECTADY, NY",25 days ago,"$88,283–$111,592                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",legal-jobs
2023-08-29,Assistant Corporation Counsel,CITY OF NEW HAVEN,"NEW HAVEN, CT",5 days ago,"$106,000–$122,300                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",legal-jobs
2023-08-29,Assistant Corporation Counsel for BOE,CITY OF NEW HAVEN,"NEW HAVEN, CT",5 days ago,"$106,600–$122,350                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",legal-jobs
2023-08-29,CIVIL LITIGATION ATTORNEY (PLAINTIFF AND DEFENSE),Absloute Law Group,"Tustin, CA",1 day ago,"$9,000–$11,000                                              Per Month                                             Full-time                                             Actively Hiring",legal-jobs
2023-08-29,Legal Counsel,Detroit Wayne Mental Health Authority,"Detroit, MI",19 days ago,"$115,973–$125,000                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",legal-jobs
2023-08-29,Intellectual Property Attorney,Proxy Legal Staffing & Search Group,"Philadelphia, PA",8 days ago,Actively Hiring,legal-jobs
2023-08-29,Immigration Attorney,Proxy Legal Staffing & Search Group,"Philadelphia, PA",8 days ago,Actively Hiring,legal-jobs
2023-08-29,Associate Litigation Attorney,Proxy Legal Staffing & Search Group,"Pittsburgh, PA",8 days ago,Actively Hiring,legal-jobs
2023-08-29,Litigation Attorney,"Vayman & Teitelbaum, P.C.","Alpharetta, GA",1 day ago,Actively Hiring,legal-jobs
2023-08-29,Assistant Counsel,New York State Gaming Commission,"SCHENECTADY, NY",25 days ago,"$88,283–$111,592                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",legal-jobs
2023-08-29,Assistant Corporation Counsel,CITY OF NEW HAVEN,"NEW HAVEN, CT",5 days ago,"$106,000–$122,300                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",legal-jobs
2023-08-29,Assistant Corporation Counsel for BOE,CITY OF NEW HAVEN,"NEW HAVEN, CT",5 days ago,"$106,600–$122,350                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",legal-jobs
2023-08-29,CIVIL LITIGATION ATTORNEY (PLAINTIFF AND DEFENSE),Absloute Law Group,"Tustin, CA",1 day ago,"$9,000–$11,000                                              Per Month                                             Full-time                                             Actively Hiring",legal-jobs
2023-08-29,Legal Counsel,Detroit Wayne Mental Health Authority,"Detroit, MI",19 days ago,"$115,973–$125,000                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",legal-jobs
2023-08-29,Intellectual Property Attorney,Proxy Legal Staffing & Search Group,"Philadelphia, PA",8 days ago,Actively Hiring,legal-jobs
2023-08-29,Immigration Attorney,Proxy Legal Staffing & Search Group,"Philadelphia, PA",8 days ago,Actively Hiring,legal-jobs
2023-08-29,Associate Litigation Attorney,Proxy Legal Staffing & Search Group,"Pittsburgh, PA",8 days ago,Actively Hiring,legal-jobs
2023-08-29,Family Law Attorney,Proxy Legal Staffing & Search Group,"Greensburg, PA",8 days ago,Actively Hiring,legal-jobs
2023-08-29,Assistant Counsel,New York State Gaming Commission,"SCHENECTADY, NY",25 days ago,"$88,283–$111,592                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",legal-jobs
2023-08-29,Assistant Corporation Counsel,CITY OF NEW HAVEN,"NEW HAVEN, CT",5 days ago,"$106,000–$122,300                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",legal-jobs
2023-08-29,Assistant Corporation Counsel for BOE,CITY OF NEW HAVEN,"NEW HAVEN, CT",5 days ago,"$106,600–$122,350                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",legal-jobs
2023-08-29,CIVIL LITIGATION ATTORNEY (PLAINTIFF AND DEFENSE),Absloute Law Group,"Tustin, CA",1 day ago,"$9,000–$11,000                                              Per Month                                             Full-time                                             Actively Hiring",legal-jobs
2023-08-29,Legal Counsel,Detroit Wayne Mental Health Authority,"Detroit, MI",19 days ago,"$115,973–$125,000                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",legal-jobs
2023-08-29,Intellectual Property Attorney,Proxy Legal Staffing & Search Group,"Philadelphia, PA",8 days ago,Actively Hiring,legal-jobs
2023-08-29,Immigration Attorney,Proxy Legal Staffing & Search Group,"Philadelphia, PA",8 days ago,Actively Hiring,legal-jobs
2023-08-29,Associate Litigation Attorney,Proxy Legal Staffing & Search Group,"Pittsburgh, PA",8 days ago,Actively Hiring,legal-jobs
2023-08-29,Family Law Attorney,Proxy Legal Staffing & Search Group,"Greensburg, PA",8 days ago,Actively Hiring,legal-jobs
2023-08-29,Assistant Counsel,New York State Gaming Commission,"SCHENECTADY, NY",25 days ago,"$88,283–$111,592                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",legal-jobs
2023-08-29,Assistant Corporation Counsel,CITY OF NEW HAVEN,"NEW HAVEN, CT",5 days ago,"$106,000–$122,300                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",legal-jobs
2023-08-29,Assistant Corporation Counsel for BOE,CITY OF NEW HAVEN,"NEW HAVEN, CT",5 days ago,"$106,600–$122,350                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",legal-jobs
2023-08-29,CIVIL LITIGATION ATTORNEY (PLAINTIFF AND DEFENSE),Absloute Law Group,"Tustin, CA",1 day ago,"$9,000–$11,000                                              Per Month                                             Full-time                                             Actively Hiring",legal-jobs
2023-08-29,Legal Counsel,Detroit Wayne Mental Health Authority,"Detroit, MI",19 days ago,"$115,973–$125,000                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",legal-jobs
2023-08-29,Associate General Counsel - Mortgage Servicing,Job Juncture,"Mc Lean, VA",5 days ago,Actively Hiring,legal-jobs
2023-08-29,Intellectual Property Attorney,Proxy Legal Staffing & Search Group,"Philadelphia, PA",8 days ago,Actively Hiring,legal-jobs
2023-08-29,Immigration Attorney,Proxy Legal Staffing & Search Group,"Philadelphia, PA",8 days ago,Actively Hiring,legal-jobs
2023-08-29,Associate Litigation Attorney,Proxy Legal Staffing & Search Group,"Pittsburgh, PA",8 days ago,Actively Hiring,legal-jobs
2023-08-29,Assistant Counsel,New York State Gaming Commission,"SCHENECTADY, NY",25 days ago,"$88,283–$111,592                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",legal-jobs
2023-08-29,Assistant Corporation Counsel,CITY OF NEW HAVEN,"NEW HAVEN, CT",5 days ago,"$106,000–$122,300                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",legal-jobs
2023-08-29,Assistant Corporation Counsel for BOE,CITY OF NEW HAVEN,"NEW HAVEN, CT",5 days ago,"$106,600–$122,350                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",legal-jobs
2023-08-29,CIVIL LITIGATION ATTORNEY (PLAINTIFF AND DEFENSE),Absloute Law Group,"Tustin, CA",1 day ago,"$9,000–$11,000                                              Per Month                                             Full-time                                             Actively Hiring",legal-jobs
